fstrAge,fstrWorkClass,fstrFnlWgt,fstrEducation,flngEducationNum,fstrMaritalStatus,fstrOccupation,fstrRelationship,fstrRace,fstrSex,fcurCapitalGain,fcurCapitalLoss,flngHoursPerWeek,fstrCountry,fblnOver50k
47, Private,185399, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States,0
79, Self-emp-not-inc,103684, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
40, Private,140559, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,45, United-States,0
35, Federal-gov,110188, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,0
35, Local-gov,668319, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,80, United-States,0
30, Private,112358, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States,1
26, Private,151810, 10th,6, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States,0
49, Private,48120, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,1506,0,40, United-States,0
48, Private,144844, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
22, Private,205839, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
22, Private,113760, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
50, Private,138358, 10th,6, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,47, Jamaica,0
47, Self-emp-not-inc,216657, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
36, Private,278576, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
50, Private,185407, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1
31, State-gov,86143, HS-grad,9, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States,0
23, Private,41721, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
35, Private,195744, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
50, Local-gov,96062, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
39, Private,215150, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,0
52, Private,270728, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, Cuba,0
44, Private,75012, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States,0
43, Private,206139, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
39, Private,50700, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
33, Private,224258, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,1
31, Private,240441, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1564,40, United-States,1
40, Self-emp-not-inc,406811, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
28, Local-gov,34452, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
19, Private,361341, 12th,8, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Thailand,0
35, Private,78247, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
44, Private,106900, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
40, Self-emp-not-inc,165108, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, England,0
20, Private,406641, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
55, Private,171467, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,0,0,48, United-States,1
30, Private,341187, 7th-8th,4, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, United-States,0
38, Private,119177, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
75, Private,104896, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2653,0,20, United-States,0
17, Private,342752, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
79,,76641, Masters,14, Married-civ-spouse,, Husband, White, Male,20051,0,40, Poland,1
20, Private,47541, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,30, United-States,0
25, Private,233461, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States,0
27, Private,303954, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
19, Private,163015, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
21, Private,75763, Some-college,10, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
19, Private,43003, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
42, Private,328239, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,130856, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0
47, Self-emp-not-inc,190072, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran,1
59, Private,170148, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States,0
50, Private,104501, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
48, Self-emp-inc,213140, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,0
33, Local-gov,175509, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
27, Private,173611, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
24, Private,64520, 7th-8th,4, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
31, Private,139822, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
24, Private,258700, 5th-6th,3, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,40, Mexico,0
29, Private,34796, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
24, Private,124963, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States,0
24, Private,65743, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0
28, Private,161087, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Jamaica,0
63,,424591, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0
36, Federal-gov,203836, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
58, State-gov,110199, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
51, Private,316059, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States,0
42, Private,255667, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
39, Private,193689, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
26, Private,60722, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,0
39, Private,187847, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,233275, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
51, Private,215404, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States,1
45, Private,201865, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0
45, Private,118889, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, State-gov,368739, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
38, Private,123833, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,1408,40, United-States,0
38, Private,171344, 11th,7, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,36, Mexico,0
39, Private,153976, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
52, Private,374883, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0
17, Private,167658, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,6, United-States,0
31, Private,348504, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
22, Private,258509, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,24, United-States,0
47, State-gov,108890, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,1831,0,38, United-States,0
28, Private,188236, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
30,,355571, HS-grad,9, Never-married,, Unmarried, Black, Female,0,0,40, United-States,0
41, Private,425049, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
29, Private,142555, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,42, United-States,0
42, Self-emp-not-inc,29320, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, United-States,1
52, Federal-gov,207841, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
35, Private,187329, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,270973, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
46, Private,197332, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,46, United-States,1
21,,175166, Some-college,10, Never-married,, Own-child, White, Female,2176,0,40, United-States,0
45, Local-gov,160187, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
21, Private,197918, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
74, Private,192290, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States,0
29, Private,241895, HS-grad,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
39, Local-gov,164515, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
44, Private,147206, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States,1
23, Self-emp-inc,306868, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0
32, Local-gov,169837, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
61,,124648, 10th,6, Divorced,, Not-in-family, White, Female,0,0,40, United-States,0
43, Private,185057, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,1
23, Private,240049, Preschool,1, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos,0
18, Private,164441, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
38, Private,179314, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
33, Private,319854, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,4650,0,35, United-States,0
19, Self-emp-inc,148955, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, South,0
23, Private,32950, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,4101,0,40, United-States,0
37, Private,206699, HS-grad,9, Divorced, Tech-support, Own-child, White, Male,0,0,45, United-States,0
25, Private,385646, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
36, Private,31438, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,43,,0
45, Private,168598, 12th,8, Married-civ-spouse, Adm-clerical, Wife, Black, Female,3103,0,40, United-States,1
32, Private,97306, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States,0
65,,106910, 11th,7, Divorced,, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States,0
18, Self-emp-not-inc,29582, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
25, Private,220284, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Mexico,0
29, Private,110226, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,65,,0
53, Private,240914, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
33, Private,115496, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
27, Private,105817, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
24, State-gov,330836, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
54, Self-emp-not-inc,36327, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
23, Private,33423, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
45, Private,75673, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
36, Private,185744, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States,1
36, Private,186035, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,1
44, Local-gov,196456, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1669,40, United-States,0
24, Private,111450, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,0
39, Private,115289, Some-college,10, Divorced, Sales, Own-child, White, Male,0,1380,70, United-States,0
50, Private,74879, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
38, Private,117312, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States,1
58, Private,272902, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
44, Self-emp-inc,220230, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,48, United-States,0
24, Private,90934, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,55, United-States,0
52, Self-emp-inc,234286, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1
46, Private,364548, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,8614,0,40, United-States,1
50, Self-emp-inc,283676, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States,1
34, Private,195602, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States,0
40, Private,70761, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,0
53, Private,142717, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24, Private,124242, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
58,,53481, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,70, United-States,0
26, Private,287797, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
22, Private,188274, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
36, Private,171968, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
78,,74795, Assoc-acdm,12, Widowed,, Not-in-family, White, Female,0,0,4, United-States,0
36, Private,218490, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Germany,1
43, Local-gov,94937, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States,0
60, Private,109511, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
49, Local-gov,269527, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
50, Self-emp-inc,201689, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,63,,1
34, Self-emp-not-inc,120672, 7th-8th,4, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,10, United-States,0
46, Private,130779, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
46, Local-gov,441542, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
69, Private,114801, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,0
32, Private,180284, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
40, Local-gov,27444, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
61, Private,180382, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3411,0,45, United-States,0
56, Private,143266, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
47, Private,139268, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
29, Private,126208, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
37, Private,186191, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,0
51, Private,197163, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,2559,50, United-States,1
44, State-gov,193524, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,1
33, Private,181388, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
51, Self-emp-not-inc,124963, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States,1
24, Private,188925, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
37, Self-emp-not-inc,149230, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
40, Private,388725, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
34, Private,113543, Masters,14, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
61,,187636, Bachelors,13, Divorced,, Unmarried, White, Female,0,0,40, United-States,0
56, Self-emp-inc,267763, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,,0
69, Federal-gov,143849, 11th,7, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0
41, Self-emp-not-inc,97277, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,10, United-States,0
40, Private,199303, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
57, Private,124852, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,0
26, Private,50053, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0
53, Private,97005, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,1
90,,175444, 7th-8th,4, Separated,, Not-in-family, White, Female,0,0,15, United-States,0
39, Private,337898, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
51, Federal-gov,124076, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
56, Federal-gov,277420, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico,1
51, Private,280278, 10th,6, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
17, Private,241185, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,0
42, Private,202188, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,1741,50, United-States,0
42, Private,198422, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
29, Private,82242, Prof-school,15, Never-married, Prof-specialty, Unmarried, White, Male,27828,0,45, Germany,1
33, Private,178429, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
47, Private,185866, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,,1
43, Private,212847, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
64, Self-emp-not-inc,219661, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,9, United-States,1
40, Private,321856, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,1
21, Private,313873, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico,0
31, Private,144064, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
60, Private,139586, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,1
32, Private,419691, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
66,,212759, Bachelors,13, Married-civ-spouse,, Husband, White, Male,6767,0,20, United-States,0
27, Private,195562, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, United-States,0
40, Private,205706, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
27, Private,131310, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1
18, Private,54440, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
43, Private,200734, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
52, Private,81859, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,1
31, Private,159589, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,85, United-States,0
28, Private,300915, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
44, Private,185057, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
37, Self-emp-not-inc,42044, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, United-States,0
35, Private,166416, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
42, Private,212737, 9th,5, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States,0
18, Private,236069, 10th,6, Never-married, Other-service, Own-child, Black, Male,0,0,10, United-States,0
46, Self-emp-inc,216414, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States,1
54, Federal-gov,27432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
54, Private,145419, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1672,50, United-States,0
56, Private,147202, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Germany,0
27, Private,29261, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States,0
26, Private,359543, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico,0
41, Local-gov,227644, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
41, Private,90021, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,,0
32, Private,188154, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0
18, Private,110142, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States,0
36, Private,186415, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States,0
37, Private,175720, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
31, Private,172865, 5th-6th,3, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, Mexico,0
46, Private,35969, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States,0
24, Private,433330, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
25, Self-emp-inc,160261, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,35, Taiwan,0
55, Private,189528, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
64, Local-gov,113324, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
30, Local-gov,118500, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
65, Private,89681, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States,0
46, Federal-gov,199925, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
45, Private,102308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
18, Private,444607, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0
32, Private,176998, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
38,,94559, Bachelors,13, Married-civ-spouse,, Wife, Other, Female,7688,0,50,,1
34, State-gov,366198, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Germany,1
35, Private,180686, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,40, United-States,0
26, Private,108019, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,3325,0,40, United-States,0
24, Private,153542, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,35, United-States,0
45, Self-emp-not-inc,210364, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,80, United-States,1
36, Private,185394, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,34, United-States,0
44, Private,222703, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua,0
23, Private,183945, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
57, Private,161964, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0
41, Self-emp-not-inc,375574, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico,1
20, Local-gov,312427, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, Puerto-Rico,0
32, Private,53373, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0
38, Self-emp-inc,124665, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States,0
29, Private,146719, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States,0
22, Private,306593, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
21, Private,156687, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, India,0
40, Local-gov,153489, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,3137,0,40, United-States,0
59, Private,231377, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,45, United-States,1
45, State-gov,127089, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
76, Local-gov,329355, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,13, United-States,0
45, Private,178319, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
49, Local-gov,304246, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,70, United-States,0
